f1,f2,f3,f4,f5,dangerous,trial,sequence,sim_response,correct,performance,c,w,agent,subject
1,1,1,1,0,1,1,1,0,0,0,0.1,equal,equal_c01,1
1,1,1,1,1,1,2,2,1,1,0.5,0.1,equal,equal_c01,1
0,0,1,1,1,0,3,3,0,1,0.6666666666666666,0.1,equal,equal_c01,1
1,1,1,0,1,1,4,4,1,1,0.75,0.1,equal,equal_c01,1
1,0,1,0,1,1,5,5,1,1,0.8,0.1,equal,equal_c01,1
1,1,1,1,1,1,6,6,1,1,0.8333333333333334,0.1,equal,equal_c01,1
1,1,1,1,1,1,7,7,0,0,0.7142857142857143,0.1,equal,equal_c01,1
0,1,0,1,1,0,8,8,1,0,0.625,0.1,equal,equal_c01,1
1,0,0,1,1,0,9,9,1,0,0.5555555555555556,0.1,equal,equal_c01,1
1,0,1,0,1,1,10,10,0,0,0.5,0.1,equal,equal_c01,1
1,0,1,1,0,1,11,11,0,0,0.45454545454545453,0.1,equal,equal_c01,1
1,1,0,1,1,0,12,12,0,1,0.5,0.1,equal,equal_c01,1
1,1,1,1,0,1,13,13,0,0,0.46153846153846156,0.1,equal,equal_c01,1
0,0,1,0,0,0,14,14,1,0,0.42857142857142855,0.1,equal,equal_c01,1
1,1,0,1,1,0,15,15,0,1,0.4666666666666667,0.1,equal,equal_c01,1
0,1,1,1,0,0,16,16,0,1,0.5,0.1,equal,equal_c01,1
0,0,1,0,1,0,17,17,1,0,0.47058823529411764,0.1,equal,equal_c01,1
0,0,1,1,1,0,18,18,1,0,0.4444444444444444,0.1,equal,equal_c01,1
0,0,0,1,0,0,19,19,1,0,0.42105263157894735,0.1,equal,equal_c01,1
0,0,0,1,1,0,20,20,0,1,0.45,0.1,equal,equal_c01,1
1,1,1,0,0,1,21,21,1,1,0.47619047619047616,0.1,equal,equal_c01,1
0,1,1,0,0,0,22,22,1,0,0.45454545454545453,0.1,equal,equal_c01,1
1,0,1,1,1,1,23,23,1,1,0.4782608695652174,0.1,equal,equal_c01,1
1,1,0,1,0,0,24,24,1,0,0.4583333333333333,0.1,equal,equal_c01,1
1,0,1,1,0,1,25,25,0,0,0.44,0.1,equal,equal_c01,1
0,1,0,1,0,0,26,26,0,1,0.46153846153846156,0.1,equal,equal_c01,1
1,0,1,1,1,1,27,27,1,1,0.48148148148148145,0.1,equal,equal_c01,1
1,0,1,0,1,1,28,28,1,1,0.5,0.1,equal,equal_c01,1
0,0,1,1,0,0,29,29,0,1,0.5172413793103449,0.1,equal,equal_c01,1
1,0,1,0,0,1,30,30,0,0,0.5,0.1,equal,equal_c01,1
1,1,1,1,1,1,31,31,0,0,0.4838709677419355,0.1,equal,equal_c01,1
0,1,0,0,1,0,32,32,1,0,0.46875,0.1,equal,equal_c01,1
0,0,0,1,1,0,33,33,1,0,0.45454545454545453,0.1,equal,equal_c01,1
0,1,0,0,1,0,34,34,0,1,0.47058823529411764,0.1,equal,equal_c01,1
1,0,1,1,0,1,35,35,0,0,0.45714285714285713,0.1,equal,equal_c01,1
0,1,0,1,1,0,36,36,0,1,0.4722222222222222,0.1,equal,equal_c01,1
1,1,0,1,1,0,37,37,1,0,0.4594594594594595,0.1,equal,equal_c01,1
0,0,1,1,0,0,38,38,0,1,0.47368421052631576,0.1,equal,equal_c01,1
1,0,1,0,1,1,39,39,1,1,0.48717948717948717,0.1,equal,equal_c01,1
1,1,1,1,0,1,40,40,0,0,0.475,0.1,equal,equal_c01,1
1,1,1,0,0,1,41,41,0,0,0.4634146341463415,0.1,equal,equal_c01,1
0,0,1,1,1,0,42,42,0,1,0.47619047619047616,0.1,equal,equal_c01,1
1,0,0,1,1,0,43,43,1,0,0.46511627906976744,0.1,equal,equal_c01,1
